SexInsured,Female,VehicleType,PC,Clm_Count,Exp_weights,LNWEIGHT,NCD,AgeCat,AutoAge0,AutoAge1,AutoAge2,AutoAge,VAgeCat,VAgecat1
M,0,A,1,0,0.999315537,-0.000684697,50,6,0,0,0,0,6,6
M,0,A,1,0,0.969199179,-0.031285137,50,4,1,0,0,1,0,2
M,0,A,1,0,0.651608487,-0.428311377,10,3,0,1,0,1,1,2
U,0,Z,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,4,4
U,0,Z,0,0,0.741957563,-0.29846323,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.711841205,-0.33990042,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.41889117,-0.870144129,0,0,0,0,0,0,4,4
U,0,Z,0,0,0.473648186,-0.747290456,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.394250513,-0.930768751,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.394250513,-0.930768751,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.240930869,-1.423245236,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,4,4
U,0,Z,0,0,0.249144422,-1.389722544,20,0,0,0,0,0,3,3
U,0,Z,0,1,0.585900068,-0.534606036,0,0,0,0,0,0,3,3
U,0,Z,0,0,0.895277207,-0.11062188,10,0,0,0,0,0,3,3
U,0,Z,0,0,0.251882272,-1.378793474,0,0,0,0,0,0,3,3
U,0,Z,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.306639288,-1.182083179,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.566735113,-0.567863257,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.320328542,-1.138408116,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.837782341,-0.176996949,0,0,0,0,0,0,4,4
U,0,Z,0,0,0.547570157,-0.602264684,0,0,0,0,0,0,4,4
U,0,Z,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,4,4
U,0,Z,0,0,0.503764545,-0.685646293,0,0,0,0,0,0,4,4
U,0,Z,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,4,4
U,0,Z,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,4,4
U,0,Z,0,0,0.837782341,-0.176996949,10,0,0,0,0,0,5,5
U,0,Z,0,0,1,0,20,0,0,0,0,0,4,4
U,0,Z,0,0,0.465434634,-0.764783614,20,0,0,0,0,0,4,4
U,0,Z,0,1,0.837782341,-0.176996949,10,0,0,0,0,0,3,3
U,0,Z,0,0,0.722792608,-0.324632947,0,0,0,0,0,0,4,4
U,0,Z,0,1,0.295687885,-1.218450824,40,0,0,0,0,0,3,3
U,0,Z,0,0,0.815879535,-0.203488564,0,0,0,0,0,0,0,2
U,0,Z,0,0,0.678986995,-0.387153304,0,0,0,0,0,0,3,3
U,0,Z,0,0,0.752908967,-0.283810953,10,0,0,0,0,0,3,3
U,0,Z,0,0,0.251882272,-1.378793474,50,0,0,0,0,0,5,5
U,0,Z,0,0,0.503764545,-0.685646293,50,0,0,0,0,0,3,3
U,0,Z,0,0,0.999315537,-0.000684697,0,0,0,0,0,0,3,3
U,0,Z,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,3,3
U,0,Z,0,1,0.561259411,-0.577572071,0,0,0,0,0,0,0,2
U,0,Z,0,0,0.342231348,-1.072268313,0,0,0,0,0,0,3,3
U,0,Z,0,0,0.41889117,-0.870144129,0,0,0,0,0,0,3,3
U,0,Z,0,0,0.752908967,-0.283810953,30,0,0,0,0,0,3,3
U,0,Z,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.889801506,-0.116756868,0,0,0,0,0,0,3,3
U,0,Z,0,0,0.156057495,-1.857530783,0,0,0,0,0,0,3,3
U,0,Z,0,0,0.484599589,-0.724432318,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.752908967,-0.283810953,50,0,0,0,0,0,2,2
U,0,Z,0,0,0.084873374,-2.466594846,20,0,0,0,0,0,2,2
U,0,Z,0,0,0.618754278,-0.480047051,10,0,0,0,0,0,1,2
U,0,Z,0,0,0.27652293,-1.285461534,10,0,0,0,0,0,1,2
U,0,Z,0,0,0.574948665,-0.55347452,10,0,0,0,0,0,2,2
U,0,Z,0,0,0.574948665,-0.55347452,0,0,0,0,0,0,2,2
U,0,Z,0,1,0.561259411,-0.577572071,0,0,0,0,0,0,2,2
U,0,Z,0,0,0.407939767,-0.896635745,10,0,0,0,0,0,2,2
U,0,Z,0,0,0.5229295,-0.648308623,10,0,0,0,0,0,1,2
U,0,Z,0,0,0.421629021,-0.863629448,0,0,0,0,0,0,1,2
U,0,Z,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,1,2
U,0,Z,0,0,0.093086927,-2.374221526,0,0,0,0,0,0,1,2
U,0,Z,0,0,0.999315537,-0.000684697,0,0,0,0,0,0,2,2
U,0,Z,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,0,2
U,0,Z,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,1,2
U,0,Z,0,0,0.043805613,-3.127993328,20,0,0,0,0,0,0,2
U,0,Z,0,0,0.060232717,-2.809539597,0,0,0,0,0,0,0,2
U,0,Z,0,0,0.38329911,-0.958939628,10,0,0,0,0,0,2,2
U,0,Z,0,0,0.498288843,-0.696575364,20,0,0,0,0,0,3,3
U,0,Z,0,0,0.495550993,-0.702085019,20,0,0,0,0,0,2,2
U,0,G,0,0,0.41889117,-0.870144129,10,0,0,0,0,0,0,2
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,4,4
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,4,4
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,4,4
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,4,4
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,3,3
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,3,3
U,0,G,0,0,0.13963039,-1.968756418,10,0,0,0,0,0,3,3
U,0,G,0,0,0.169746749,-1.773447666,0,0,0,0,0,0,0,2
U,0,S,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,6,6
U,0,S,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,S,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,6,6
U,0,S,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,6,6
U,0,S,0,0,0.249144422,-1.389722544,20,0,0,0,0,0,6,6
U,0,S,0,0,0.815879535,-0.203488564,10,0,0,0,0,0,6,6
U,0,S,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,S,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,S,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,6,6
U,0,S,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,6,6
U,0,S,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,3,3
U,0,S,0,0,0.503764545,-0.685646293,0,0,0,0,0,0,3,3
U,0,S,0,0,0.503764545,-0.685646293,0,0,0,0,0,0,3,3
U,0,S,0,1,0.963723477,-0.036950875,10,0,0,0,0,0,3,3
U,0,S,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,3,3
U,0,S,0,0,0.41889117,-0.870144129,0,0,0,0,0,0,2,2
U,0,G,0,0,0.999315537,-0.000684697,10,0,0,0,0,0,5,5
U,0,G,0,0,0.744695414,-0.294779984,20,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,10,0,0,0,0,0,5,5
U,0,G,0,0,0.123203285,-2.093919561,0,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,4,4
U,0,G,0,1,0.999315537,-0.000684697,0,0,0,0,0,0,4,4
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,4,4
U,0,G,0,0,0.553045859,-0.592314353,20,0,0,0,0,0,4,4
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,4,4
U,0,G,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,4,4
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,4,4
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,4,4
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,4,4
U,0,G,0,0,0.714579055,-0.336061643,0,0,0,0,0,0,4,4
U,0,G,0,0,0.386036961,-0.95182216,20,0,0,0,0,0,4,4
U,0,G,0,1,0.41889117,-0.870144129,10,0,0,0,0,0,3,3
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,3,3
U,0,G,0,0,0.678986995,-0.387153304,10,0,0,0,0,0,5,5
U,0,G,0,0,0.577686516,-0.548723917,20,0,0,0,0,0,2,2
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,2,2
U,0,G,0,0,0.479123888,-0.735796077,10,0,0,0,0,0,3,3
U,0,G,0,0,0.169746749,-1.773447666,10,0,0,0,0,0,3,3
U,0,G,0,1,0.583162218,-0.539289885,0,0,0,0,0,0,0,2
U,0,G,0,0,0.657084189,-0.419943127,10,0,0,0,0,0,1,2
U,0,G,0,0,0.637919233,-0.449543597,0,0,0,0,0,0,1,2
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,4,4
U,0,G,0,0,0.388774812,-0.944754993,20,0,0,0,0,0,6,6
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,6,6
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,6,6
U,0,G,0,0,0.966461328,-0.034113994,20,0,0,0,0,0,4,4
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,6,6
U,0,G,0,0,0.717316906,-0.332237547,10,0,0,0,0,0,5,5
U,0,G,0,0,0.298425736,-1.209234168,0,0,0,0,0,0,5,5
U,0,G,0,1,0.752908967,-0.283810953,0,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,5,5
U,0,G,0,1,0.914442163,-0.089441058,0,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,20,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,0,0,0,0,0,0,5,5
U,0,G,0,1,0.692676249,-0.367192562,0,0,0,0,0,0,5,5
U,0,G,0,0,0.459958932,-0.776618071,10,0,0,0,0,0,5,5
U,0,G,0,1,0.41889117,-0.870144129,0,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,0,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,10,0,0,0,0,0,5,5
U,0,G,0,0,0.881587954,-0.126030505,0,0,0,0,0,0,5,5
U,0,G,0,0,0.054757016,-2.904849777,10,0,0,0,0,0,5,5
U,0,G,0,0,0.391512663,-0.93773742,0,0,0,0,0,0,6,6
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.550308008,-0.597277143,0,0,0,0,0,0,5,5
U,0,G,0,0,0.481861739,-0.730098056,0,0,0,0,0,0,5,5
U,0,G,0,0,0.703627652,-0.351505966,10,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,20,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,10,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.895277207,-0.11062188,20,0,0,0,0,0,3,3
U,0,G,0,0,0.610540726,-0.493410279,0,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,5,5
U,0,G,0,0,0.594113621,-0.520684697,0,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,0,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,10,0,0,0,0,0,5,5
U,0,G,0,0,0.501026694,-0.691095898,20,0,0,0,0,0,5,5
U,0,G,0,0,0.057494867,-2.856059613,10,0,0,0,0,0,5,5
U,0,G,0,0,0.607802875,-0.497904669,10,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,0,0,0,0,0,0,5,5
U,0,G,0,0,0.804928131,-0.217002283,20,0,0,0,0,0,5,5
U,0,G,0,0,0.227241615,-1.481741443,20,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.046543463,-3.067368707,20,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.711841205,-0.33990042,20,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.668035592,-0.403413825,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.309377139,-1.173194232,0,0,0,0,0,0,5,5
U,0,G,0,0,0.700889802,-0.355404606,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.268309377,-1.315614572,20,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,0,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,20,0,0,0,0,0,5,5
U,0,G,0,0,0.281998631,-1.265853062,0,0,0,0,0,0,5,5
U,0,G,0,1,0.999315537,-0.000684697,20,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,10,0,0,0,0,0,5,5
U,0,G,0,0,0.889801506,-0.116756868,0,0,0,0,0,0,5,5
U,0,G,0,0,0.574948665,-0.55347452,10,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.484599589,-0.724432318,10,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.219028063,-1.518555416,10,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,0,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,10,0,0,0,0,0,5,5
U,0,G,0,0,0.284736482,-1.256191151,10,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.117727584,-2.139381935,10,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,10,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,10,0,0,0,0,0,5,5
U,0,G,0,1,0.914442163,-0.089441058,20,0,0,0,0,0,5,5
U,0,G,0,0,0.41615332,-0.87670153,20,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.810403833,-0.210222596,0,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.988364134,-0.011704092,0,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.602327173,-0.506954504,0,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,0,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,10,0,0,0,0,0,5,5
U,0,G,0,0,0.320328542,-1.138408116,0,0,0,0,0,0,5,5
U,0,G,0,0,0.629705681,-0.462502742,10,0,0,0,0,0,5,5
U,0,G,0,0,0.095824778,-2.345233989,0,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.010951403,-4.51428769,10,0,0,0,0,0,1,2
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,20,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,10,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,10,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,20,0,0,0,0,0,5,5
U,0,G,0,0,0.34770705,-1.056394964,10,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,10,0,0,0,0,0,5,5
U,0,G,0,0,0.043805613,-3.127993328,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,G,0,0,0.665297741,-0.407520607,0,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,10,0,0,0,0,0,5,5
U,0,G,0,0,0.331279945,-1.104791505,0,0,0,0,0,0,5,5
U,0,G,0,0,0.635181383,-0.453844679,10,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,10,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,6,6
U,0,G,0,0,0.6954141,-0.363247784,20,0,0,0,0,0,4,4
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,4,4
U,0,G,0,0,0.325804244,-1.121458558,10,0,0,0,0,0,4,4
U,0,G,0,0,0.41889117,-0.870144129,10,0,0,0,0,0,6,6
U,0,G,0,0,0.837782341,-0.176996949,0,0,0,0,0,0,4,4
U,0,G,0,0,0.076659822,-2.56837754,20,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.747433265,-0.291110255,0,0,0,0,0,0,4,4
U,0,G,0,0,0.585900068,-0.534606036,10,0,0,0,0,0,5,5
U,0,G,0,1,0.251882272,-1.378793474,10,0,0,0,0,0,4,4
U,0,G,0,0,0.205338809,-1.583093937,20,0,0,0,0,0,4,4
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,4,4
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,4,4
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,4,4
U,0,G,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,4,4
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,4,4
U,0,G,0,0,0.670773443,-0.39932384,0,0,0,0,0,0,4,4
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.542094456,-0.61231502,10,0,0,0,0,0,4,4
U,0,G,0,0,0.670773443,-0.39932384,0,0,0,0,0,0,4,4
U,0,G,0,0,0.032854209,-3.415675401,10,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,4,4
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,G,0,0,0.583162218,-0.539289885,10,0,0,0,0,0,4,4
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,4,4
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,4,4
U,0,G,0,0,0.082135524,-2.499384669,20,0,0,0,0,0,5,5
U,0,G,0,0,0.553045859,-0.592314353,10,0,0,0,0,0,4,4
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,20,0,0,0,0,0,6,6
U,0,G,0,0,0.405201917,-0.903369777,20,0,0,0,0,0,6,6
U,0,G,0,0,0.503764545,-0.685646293,20,0,0,0,0,0,4,4
U,0,G,0,0,0.65982204,-0.415785117,0,0,0,0,0,0,4,4
U,0,G,0,0,0.914442163,-0.089441058,20,0,0,0,0,0,4,4
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,4,4
U,0,G,0,1,0.914442163,-0.089441058,10,0,0,0,0,0,4,4
U,0,G,0,0,0.084873374,-2.466594846,10,0,0,0,0,0,3,3
U,0,G,0,0,0.380561259,-0.966108118,20,0,0,0,0,0,4,4
U,0,G,0,0,0.539356605,-0.617378322,10,0,0,0,0,0,4,4
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,4,4
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,4,4
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,4,4
U,0,G,0,0,0.334017796,-1.096561006,10,0,0,0,0,0,4,4
U,0,G,0,0,0.720054757,-0.328428018,10,0,0,0,0,0,4,4
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,4,4
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,4,4
U,0,G,0,1,0.651608487,-0.428311377,20,0,0,0,0,0,4,4
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,4,4
U,0,G,0,0,0.251882272,-1.378793474,0,0,0,0,0,0,4,4
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,4,4
U,0,G,0,0,0.432580424,-0.837987018,10,0,0,0,0,0,4,4
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,4,4
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,4,4
U,0,G,0,0,0.6954141,-0.363247784,0,0,0,0,0,0,4,4
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,4,4
U,0,G,0,0,0.331279945,-1.104791505,0,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,4,4
U,0,G,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,4,4
U,0,G,0,0,0.503764545,-0.685646293,0,0,0,0,0,0,4,4
U,0,G,0,0,0.20807666,-1.56984871,10,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,4,4
U,0,G,0,0,0.084873374,-2.466594846,20,0,0,0,0,0,4,4
U,0,G,0,0,0.084873374,-2.466594846,20,0,0,0,0,0,4,4
U,0,G,0,0,0.084873374,-2.466594846,20,0,0,0,0,0,4,4
U,0,G,0,0,0.314852841,-1.155649922,0,0,0,0,0,0,4,4
U,0,G,0,0,0.48733744,-0.7187985,10,0,0,0,0,0,4,4
U,0,G,0,0,0.084873374,-2.466594846,20,0,0,0,0,0,4,4
U,0,G,0,0,0.084873374,-2.466594846,20,0,0,0,0,0,4,4
U,0,G,0,0,0.071184121,-2.642485513,20,0,0,0,0,0,4,4
U,0,G,0,0,0.736481862,-0.305870671,0,0,0,0,0,0,4,4
U,0,G,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,4,4
U,0,G,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,4,4
U,0,G,0,0,0.503764545,-0.685646293,0,0,0,0,0,0,4,4
U,0,G,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,4,4
U,0,G,0,0,0.999315537,-0.000684697,10,0,0,0,0,0,4,4
U,0,G,0,1,0.999315537,-0.000684697,10,0,0,0,0,0,4,4
U,0,G,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,4,4
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,4,4
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,4,4
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,4,4
U,0,G,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,4,4
U,0,G,0,0,0.076659822,-2.56837754,0,0,0,0,0,0,4,4
U,0,G,0,0,0.142368241,-1.949338332,0,0,0,0,0,0,5,5
U,0,G,0,0,0.191649555,-1.652086809,20,0,0,0,0,0,5,5
U,0,G,0,0,0.509240246,-0.674835377,0,0,0,0,0,0,4,4
U,0,G,0,0,0.914442163,-0.089441058,20,0,0,0,0,0,4,4
U,0,G,0,0,0.793976728,-0.230701128,0,0,0,0,0,0,4,4
U,0,G,0,0,0.684462697,-0.379121133,0,0,0,0,0,0,4,4
